Title,Coordinates,Reviews,Review_Points,Address,Website,Phone,Category
Volunteer Park,"47.63112696025057, -122.31623992669327","4,067 reviews",4.7,"1247 15th Ave E, Seattle, WA 98112",seattle.gov,(206) 684-4075,City Park
Von's 1000 Spirits,"47.60681495218455, -122.33792570395627","3,599 reviews",4.6,"1225 1st Ave, Seattle, WA 98101",vons1000spirits.com,(206) 621-8667,American Restaurant
Vue Lounge,"47.614863892755984, -122.34581250025822",180 reviews,4.1,"2326 2nd Ave, Seattle, WA 98121",vueseattle.com,Not Available,Night Club
W XYZ Lounge,"47.63565837033556, -122.13655753888877",96 reviews,4.2,"15220 NE Shen Street, #150, Redmond, WA 98052",aloftseattleredmond.com,(425) 636-9922,Bar
Wakefield Bar Belltown,"47.61478132284509, -122.34558504628495",293 reviews,4.5,"2318 2nd Ave, Seattle, WA 98121",wakefieldbar.com,(206) 770-7824,Bar
Wallingford Playfield,"47.65856832217518, -122.33770087456817",388 reviews,4.5,"4219 Wallingford Ave N, Seattle, WA 98103",seattle.gov,(206) 684-4075,Park
Ward Springs Park,"47.627796287285186, -122.34912552669344",52 reviews,4.5,"4th Ave N & Ward St, Seattle, WA 98109",seattle.gov,(206) 684-4075,Park
Warren G. Magnuson Park,"47.68033769989569, -122.25674540525213","3,950 reviews",4.7,"7400 Sand Point Way NE, Seattle, WA 98115",seattle.gov,(206) 684-4075,Park
Washington Park Arboretum UW Botanic Gardens,"47.63975913429903, -122.29434175552862","6,117 reviews",4.8,"2300 Arboretum Dr E, Seattle, WA 98112",botanicgardens.uw.edu,Not Available,Botanical Garden
Waterfall Garden,"47.60046268099738, -122.3320802592277",966 reviews,4.7,"219 2nd Ave S, Seattle, WA 98104",Not Available,(360) 805-6700,Park
Waterfront Park,"47.60707614670273, -122.34164521135185","2,290 reviews",4.5,"1401 Alaskan Way, Seattle, WA 98101",seattle.gov,(206) 684-4075,Park
Waterworks Gardens,"47.47322144314896, -122.24209247827098",74 reviews,4.2,"602 Oakesdale Ave SW, Renton, WA 98057",kingcounty.gov,(206) 296-0100,Park
Waverly Beach Park,"47.68696749143041, -122.21654024203409",762 reviews,4.7,"633 Waverly Park Way, Kirkland, WA 98033",kirklandwa.gov,(425) 587-3000,Park
Weather Watch Park,"47.56757591964102, -122.40936730580619",Not Available,Not Available,"4035 Beach Dr SW, Seattle, WA 98116",seattle.gov,Not Available,Park
West Ewing Mini Park,"47.65207490646399, -122.36070418806177",49 reviews,4.5,"244 W Ewing St, Seattle, WA 98119",seattle.gov,(206) 684-4075,Park
West Green Lake Beach,"47.68231102565729, -122.33837958916283",5 reviews,5,"7312 West Green Lake Dr N, Seattle, WA 98103",seattle.gov,Not Available,Park
West Seattle Brewing Company,"47.56438211562051, -122.37700601375286",116 reviews,4.4,"4415 Fauntleroy Way SW, Seattle, WA 98126",westseattlebrewing.com,(206) 708-6627,Brewery
Westcrest Park,"47.52144018724306, -122.34306313649186","1,084 reviews",4.5,"9000 8th Ave SW, Seattle, WA 98106",seattle.gov,(206) 684-4075,Park
Westlake Center,"47.61216420407184, -122.33667075423166","4,969 reviews",4,"400 Pine St, Seattle, WA 98101",westlakecenter.com,(206) 467-1600,Shopping Mall
Wetherholt Salon & Spa,"47.68126918132379, -122.3247189253941",6 reviews,5,"7303 Woodlawn Ave NE, Seattle, WA 98115",Not Available,(206) 852-4101,Beauty Salon
Wetherill Nature Preserve,"47.63981494744036, -122.22267443223987",41 reviews,4.4,"Points Loop Trail, Hunts Point, WA 98004",wetherillnp.org,Not Available,Nature Preserve
White Center Heights Park,"47.51142289421794, -122.3438683806701",170 reviews,4.3,"10208 7th Pl SW, Seattle, WA 98146",kingcounty.gov,(206) 296-0100,Park
White Lotus,"47.66773043081177, -122.38414565183005",161 reviews,4.4,"5350 Ballard Ave NW, Seattle, WA 98107",Not Available,(206) 782-1433,Nail Salon
Wing Luke Museum of the Asian Pacific American Experience,"47.59835120408328, -122.32238828861426",500 reviews,4.7,"719 S King St, Seattle, WA 98104",wingluke.org,(206) 623-5124,Museum
Winston Wachter Fine Art,"47.61988276958249, -122.34202770820464",29 reviews,4.7,"203 Dexter Ave N, Seattle, WA 98109",seattle.winstonwachter.com,(206) 652-5855,Art Gallery
Witness,"47.62254638908662, -122.32050966717365","1,074 reviews",4.6,"410 Broadway E, Seattle, WA 98102",witnessbar.com,(206) 329-0248,Southern Restaurant (Us)
Wonderland Salon,"47.69149063421769, -122.29009259600724",13 reviews,4.7,"8606 35th Ave NE, Seattle, WA 98115",wonderlandsalon.love,(206) 858-1649,Hair Salon
Woodland Park,"47.6685012792874, -122.34409155922576","1,943 reviews",4.5,"1000 N 50th St, Seattle, WA 98103",seattle.gov,(206) 684-4075,Park
Woodland Park Rose Garden,"47.665780229948396, -122.34942723223911",492 reviews,4.8,"750 N 50th St, Seattle, WA 98103",seattle.gov,(206) 684-4075,Garden
Woodland Park Zoo,"47.66878157859895, -122.35001716772344","16,937 reviews",4.6,"5500 Phinney Ave N, Seattle, WA 98103",zoo.org,(206) 548-2500,Zoo
World Market,"47.61125343902703, -122.34481636347611",776 reviews,4.4,"2103 Western Ave, Seattle, WA 98121",stores.worldmarket.com,(206) 443-1055,Furniture Store
WOW Gallery Experience,"47.61302170409441, -122.33437753888938",47 reviews,5,"600 Pine St 3rd Floor, Seattle, WA 98101",thewonderofwomen.org,(206) 887-5183,Art Gallery
Ye Olde Curiosity Shop,"47.60457329668739, -122.33926225608081","2,788 reviews",4.5,"Pier 54, 1001 Alaskan Way, Seattle, WA 98104",yeoldecuriosityshop.com,(206) 682-5844,Gift Shop
York Park,"47.57060267313084, -122.29490571190384",7 reviews,4.1,"3650 Renton Ave S, Seattle, WA 98144",seattle.gov,(206) 684-4075,Park
Zeeks Pizza,"47.624393970856715, -122.34645924753134","1,711 reviews",4.4,"419 Denny Way, Seattle, WA 98109",zeekspizza.com,(206) 315-0505,Pizza Restaurant
ZINC contemporary,"47.60109259422507, -122.32864684868538",7 reviews,5,"119 Prefontaine Pl S, Seattle, WA 98104",zinccontemporary.com,(206) 617-5775,Art Gallery
Green Lake Pitch & Putt,"47.67026469932974, -122.3390564910121",171 reviews,4.6,"5701 East Green Lake Way N, Seattle, WA 98103",greenlakegolfcourse.com,(206) 632-2280,Golf Course
Interbay Golf Center,"47.64382111839336, -122.37834091504868",780 reviews,4.5,"2501 15th Ave W, Seattle, WA 98119",premiergc.com,(206) 285-2200,Golf Course
Glen Acres Golf & Country Club,"47.50412032043321, -122.31952683224367",137 reviews,4.4,"1000 S 112th St, Seattle, WA 98168",glenacresgolf.com,(206) 244-1720,Private Golf Course
Sand Point Country Club,"47.688850311914855, -122.26939931689621",166 reviews,4.5,"8333 55th Ave NE, Seattle, WA 98115",sandpointcc.com,(206) 525-5766,Golf Course
Jefferson Park Golf Course,"47.56683962157426, -122.30482265922844",840 reviews,4.3,"4101 Beacon Ave S, Seattle, WA 98108",premiergc.com,(206) 762-4513,Golf Course
Club Champion,"47.6199555407481, -122.19823335737827",46 reviews,4.6,"10622 NE 10th St, Bellevue, WA 98004",clubchampiongolf.com,(425) 223-5925,Golf Shop
GOLFTEC South Lake Union,"47.620640480241704, -122.33062100155583",7 reviews,4.4,"255 Yale Ave N, Seattle, WA 98109",golftec.com,(206) 357-6885,Golf Instructor
Oki Golf Management,"47.62211753924126, -122.16368771504911",8 reviews,4.6,"13201 Bel-Red Rd, Bellevue, WA 98005",okigolf.com,(425) 454-2800,Property Management Company
The Home Course,"47.103968035317955, -122.66475102855702",393 reviews,4.6,"Golf House Rd, DuPont, WA 98327",thehomecourse.com,(253) 964-0520,Golf Course
Brae Burn Golf Course,"47.63156624192764, -122.09786101559992",13 reviews,4.4,"2409 182nd Ave NE, Redmond, WA 98052",brae-burn.org,(425) 378-9355,Golf Course
GOLFTEC Southcenter,"47.45861668719288, -122.25089882300037",13 reviews,4.5,"406 Baker Blvd, Tukwila, WA 98188",golftec.com,(206) 577-3500,Golf Instructor
City of Bellevue Golf Course,"47.65598950842386, -122.15170206902154",Not Available,Not Available,"5500 140th Ave NE, Bellevue, WA 98005",http://bellevuepgc.com/,(425) 452-7250,Golf Course
Tam o'Shanter Golf and Country Club,"47.62194417121111, -122.09749578806257",76 reviews,4.7,"1313 183rd Ave NE, Bellevue, WA 98008",tamoshanter.net,(425) 746-3855,Private Golf Course
GOLFTEC Bellevue,"47.62146470960605, -122.17878698436469",9 reviews,4.1,"1327 121st Ave NE, Bellevue, WA 98005",golftec.com,(425) 454-7956,Golf Instructor
Wing Point Golf & Country Club,"47.63174342207307, -122.50057927271997",72 reviews,4.6,"811 Cherry Ave NE, Bainbridge Island, WA 98110",wingpointgolf.com,(206) 842-2688,Golf Club
Glendale Country Club,"47.61051260599567, -122.16090929785835",116 reviews,4.6,"13440 Main St, Bellevue, WA 98005",glendalecc.com,(425) 746-7944,Country Club
Foster Golf Links,"47.481334644161386, -122.26518097272421",344 reviews,4.1,"13500 Interurban Ave S, Tukwila, WA 98168",fostergolflinks.com,(206) 242-4221,Public Golf Course
Bellevue Crossroads Par 3 Golf,"47.622705757079615, -122.12797681689811",102 reviews,4.3,"15801 NE 15th St, Bellevue, WA 98008",bellevuepgc.com,(425) 452-4873,Golf Course
Gregg Rogers' Golf Performance Centers,"47.62905745811969, -122.16756219970686",47 reviews,4.6,"2021 130th Ave NE D, Bellevue, WA 98005",grgolfperformance.com,(425) 556-9022,Golf Shop
Mount Si Golf Course,"47.51934691365263, -121.79765018621639",407 reviews,4.4,"9010 Boalch Ave SE, Snoqualmie, WA 98065",mtsigolf.com,(425) 391-4926,Golf Course
Twin Rivers Golf Course,"47.56359390684087, -121.88801586107735",130 reviews,3.9,"4446 Preston-Fall City Rd SE, Fall City, WA 98024",twinriversgolfcourse.com,(425) 222-7575,Golf Course
Aldarra Golf Club,"47.584919427766316, -121.95320773464145",71 reviews,4.8,"29125 SE Duthie Hill Rd, Sammamish, WA 98075",aldarragolfclub.com,(425) 222-7828,Private Golf Course
Harbour Pointe Golf Club,"47.8904390490208, -122.31071633408176",280 reviews,4.1,"11817 Harbour Pointe Blvd, Mukilteo, WA 98275",harbourpointegolf.com,(425) 355-6060,Golf Club
West Seattle Golf Course,"47.56224259252543, -122.37310667272187",354 reviews,4.2,"4470 35th Ave SW, Seattle, WA 98126",premiergc.com,(206) 935-5187,Public Golf Course
